Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,workshops,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Interested Type of Books,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
8,9,7,5,yes,no,blockchain developer,Blockchain Technologies,good,good,developer,Blockchain Development,Big Data Companies,yes,Travel,Technical,hard worker,no,no,Blockchain Developer
1,8,10,5,yes,yes,Certified ERP Consultant,ERP Systems,good,good,security,ERP,Service Based,no,History,Management,hard worker,no,no,ERP Consultant
7,10,2,8,yes,yes,Product Management Professional (PMP),Product Management,medium,excellent,security,Product Management,Finance,no,History,Management,smart worker,yes,no,Product Manager
3,3,1,3,no,yes,devops certified engineer,DevOps,very good,very good,cloud computing,DevOps,Web Services,yes,Science fiction,Technical,smart worker,yes,no,DevOps Engineer
2,7,1,10,yes,yes,Cybersecurity,Cybersecurity,good,very good,cloud computing,AI,AI Research Labs,no,Autobiographies,Technical,smart worker,no,yes,Cybersecurity Analyst
1,2,6,10,yes,yes,Cybersecurity,AI,good,good,cloud computing,Cybersecurity,Big Data Companies,yes,Science,Technical,hard worker,yes,yes,Cybersecurity Analyst
3,2,8,6,no,yes,Certified ERP Consultant,ERP Systems,medium,very good,security,ERP,Sales and Marketing,yes,Autobiographies,Management,hard worker,yes,no,ERP Consultant
4,3,7,5,yes,yes,Robotics Engineering Certification,Cloud Computing,very good,good,security,Cloud Computing,developer,yes,Childrens,Technical,smart worker,yes,yes,Cloud Solutions Architect
9,4,4,1,yes,yes,Robotics Engineering Certification,Cloud Computing,medium,medium,cloud computing,Cloud Computing,developer,yes,Math,Technical,smart worker,no,no,Cloud Solutions Architect
4,5,7,3,yes,no,Robotics Engineering Certification,Cloud Computing,good,good,developer,Cloud Computing,developer,yes,Autobiographies,Technical,hard worker,yes,no,Cloud Solutions Architect
8,8,8,7,no,yes,Product Management Professional (PMP),Product Management,medium,good,cloud computing,Product Management,Sales and Marketing,no,Self help,Management,smart worker,no,no,Product Manager
5,6,6,2,no,yes,Certified AI Engineer,Cloud Computing,excellent,good,developer,Cloud Computing,developer,no,Poetry,Technical,smart worker,no,no,Cloud Solutions Architect
8,6,5,1,yes,yes,robotics process automation (RPA),Robotic Process Automation (RPA),medium,good,cloud computing,Robotics,Big Data Companies,no,Childrens,Management,smart worker,yes,no,IT Project Manager
8,2,3,1,yes,no,blockchain developer,Blockchain Technologies,medium,good,security,Blockchain Development,developer,yes,Drama,Technical,smart worker,no,no,Blockchain Developer
4,9,5,5,no,yes,Machine Learning,AI,very good,very good,cloud computing,AI,AI Research Labs,no,Fantasy,Technical,smart worker,yes,no,Machine Learning Engineer
5,4,5,2,yes,yes,ai for healthcare,AI for Healthcare,medium,medium,cloud computing,AI Research,Web Services,no,Math,Technical,hard worker,no,yes,AI Specialist
1,10,8,4,yes,no,Certified ERP Consultant,ERP Systems,very good,good,developer,ERP,Sales and Marketing,yes,Dictionaries,Management,hard worker,no,yes,ERP Consultant
7,5,2,5,no,no,Certified AI Engineer,Cloud Computing,excellent,medium,developer,Cloud Computing,developer,no,Self help,Technical,smart worker,no,yes,Cloud Solutions Architect
10,2,3,5,no,yes,Quantum Computing Certification,Cloud Computing,good,good,security,Cloud Computing,developer,yes,Science fiction,Technical,smart worker,no,yes,Cloud Solutions Architect
2,10,10,3,yes,no,Quantum Computing Certification,Cloud Computing,very good,very good,cloud computing,Cloud Computing,developer,no,Mystery,Technical,hard worker,no,no,Cloud Solutions Architect
3,3,4,1,no,yes,ar/vr development,AR/VR Development,good,very good,security,Software Development,developer,yes,Autobiographies,Technical,hard worker,no,no,Systems Analyst
6,9,6,9,no,no,ar/vr development,AR/VR Development,good,medium,developer,Software Development,developer,yes,Drama,Technical,hard worker,yes,yes,Systems Analyst
1,10,6,9,yes,no,Certified AI Engineer,Cloud Computing,good,medium,security,Cloud Computing,developer,yes,Action and Adventure,Technical,hard worker,no,yes,Cloud Solutions Architect
8,4,6,10,no,yes,Robotics Engineering Certification,Cloud Computing,very good,good,cloud computing,Cloud Computing,developer,yes,Series,Technical,smart worker,no,yes,Cloud Solutions Architect
5,3,4,8,no,no,Certified AI Engineer,Cloud Computing,very good,medium,security,Cloud Computing,developer,yes,Journals,Technical,hard worker,yes,no,Cloud Solutions Architect
1,5,4,6,no,yes,ar/vr development,AR/VR Development,excellent,good,developer,Web Development,Web Services,no,Guide,Technical,hard worker,no,no,Systems Analyst
6,0,8,4,no,yes,ar/vr development,AR/VR Development,medium,medium,cloud computing,Web Development,Web Services,yes,Childrens,Technical,smart worker,no,yes,Systems Analyst
10,7,9,8,yes,yes,Machine Learning,Machine Learning,good,good,security,Machine Learning,IoT Startups,no,Journals,Technical,hard worker,no,no,Machine Learning Engineer
4,3,4,9,no,no,Quantum Computing Certification,Cloud Computing,excellent,very good,cloud computing,Cloud Computing,developer,yes,Science,Technical,smart worker,no,no,Cloud Solutions Architect
3,5,2,8,yes,no,blockchain developer,Blockchain Technologies,medium,very good,cloud computing,Blockchain Development,developer,yes,Fantasy,Technical,hard worker,yes,no,Blockchain Developer
4,8,7,10,no,yes,Data Science,AI,good,excellent,developer,AI,security,yes,Series,Technical,hard worker,no,no,Big Data Engineer
10,4,9,8,yes,no,Cybersecurity,Machine Learning,excellent,excellent,developer,Machine Learning,Cybersecurity Firms,yes,Dictionaries,Technical,hard worker,no,no,Cybersecurity Analyst
4,2,6,1,no,no,Machine Learning,AI,medium,medium,cloud computing,AI,Big Data Companies,no,Action and Adventure,Technical,hard worker,yes,yes,Machine Learning Engineer
9,9,1,9,no,yes,Machine Learning,AI,good,very good,cloud computing,AI,Big Data Companies,no,Fantasy,Technical,hard worker,yes,yes,Machine Learning Engineer
1,3,4,5,no,no,Certified ERP Consultant,ERP Systems,excellent,good,developer,ERP,Finance,no,History,Management,smart worker,yes,yes,ERP Consultant
5,4,6,10,no,yes,devops certified engineer,DevOps,good,good,security,DevOps,Data Science Firms,yes,Action and Adventure,Technical,smart worker,no,yes,DevOps Engineer
2,3,4,9,no,no,ar/vr development,AR/VR Development,very good,excellent,cloud computing,Software Development,IoT Startups,no,Health,Technical,smart worker,yes,no,Systems Analyst
7,8,5,1,yes,yes,Data Science,AI,very good,medium,developer,AI,Web Services,yes,Fantasy,Technical,smart worker,yes,no,Data Scientist
6,10,4,3,no,no,Data Science,Machine Learning,excellent,good,developer,AI,security,no,Autobiographies,Technical,smart worker,no,no,Big Data Engineer
3,0,8,4,yes,yes,Product Management Professional (PMP),Product Management,excellent,good,security,Product Management,Sales and Marketing,yes,Math,Management,hard worker,yes,yes,Product Manager
9,2,10,3,yes,yes,devops certified engineer,DevOps,good,good,security,DevOps,Product based,yes,Science,Technical,smart worker,no,yes,DevOps Engineer
4,8,10,8,no,yes,Quantum Computing Certification,Cloud Computing,excellent,good,developer,Cloud Computing,developer,yes,Autobiographies,Technical,hard worker,no,yes,Cloud Solutions Architect
8,4,3,3,no,no,Machine Learning,Machine Learning,good,good,developer,Machine Learning,AI Research Labs,no,Series,Technical,hard worker,no,no,Machine Learning Engineer
2,0,10,2,no,yes,Quantum Computing Certification,Cloud Computing,medium,good,developer,Cloud Computing,developer,yes,Childrens,Technical,smart worker,yes,yes,Cloud Solutions Architect
2,5,2,7,no,no,Robotics Engineering Certification,Cloud Computing,very good,medium,developer,Cloud Computing,developer,yes,Biographies,Technical,smart worker,yes,no,Cloud Solutions Architect
9,4,3,3,no,yes,Data Science,Machine Learning,very good,very good,cloud computing,AI,IoT Startups,no,History,Technical,hard worker,yes,yes,Data Scientist
1,5,4,6,yes,no,Product Management Professional (PMP),Product Management,very good,medium,developer,Product Management,Finance,yes,Horror,Management,smart worker,yes,no,Product Manager
3,5,10,5,yes,no,ar/vr development,AR/VR Development,excellent,medium,cloud computing,Web Development,Product based,no,Action and Adventure,Technical,smart worker,no,yes,Systems Analyst
7,3,6,5,no,no,Cybersecurity,AI,very good,good,cloud computing,AI,IoT Startups,yes,Childrens,Technical,smart worker,no,yes,Cybersecurity Analyst
10,4,4,2,yes,yes,ar/vr development,AR/VR Development,very good,excellent,developer,Web Development,Product based,no,Travel,Technical,smart worker,no,yes,Systems Analyst
10,5,8,5,yes,yes,Certified AI Engineer,Cloud Computing,excellent,medium,cloud computing,Cloud Computing,developer,yes,Health,Technical,hard worker,yes,no,Cloud Solutions Architect
4,2,10,3,yes,yes,Data Science,AI,very good,good,cloud computing,AI,security,no,Poetry,Technical,smart worker,yes,no,Big Data Engineer
8,6,3,1,yes,yes,Certified ERP Consultant,ERP Systems,good,good,developer,ERP,Service Based,no,Math,Management,smart worker,no,yes,ERP Consultant
2,9,5,9,no,yes,blockchain developer,Blockchain Technologies,medium,very good,developer,Blockchain Development,Big Data Companies,no,Self help,Technical,smart worker,no,yes,Blockchain Developer
2,5,8,6,yes,no,Quantum Computing Certification,Cloud Computing,good,very good,security,Cloud Computing,developer,yes,Guide,Technical,smart worker,no,no,Cloud Solutions Architect
9,0,5,10,no,no,Product Management Professional (PMP),Product Management,good,good,developer,Product Management,Product based,no,Science fiction,Management,hard worker,no,no,Product Manager
4,1,9,8,yes,no,Certified ERP Consultant,ERP Systems,medium,medium,security,ERP,Finance,yes,History,Management,hard worker,yes,no,ERP Consultant
8,8,9,8,no,yes,Data Science,AI,excellent,very good,cloud computing,Machine Learning,Web Services,no,Journals,Technical,smart worker,no,yes,Big Data Engineer
5,1,4,3,no,no,devops certified engineer,DevOps,good,very good,cloud computing,DevOps,developer,yes,Fantasy,Technical,hard worker,yes,yes,DevOps Engineer
4,0,8,8,yes,yes,Quantum Computing Certification,Cloud Computing,medium,excellent,developer,Cloud Computing,developer,no,Travel,Technical,hard worker,no,yes,Cloud Solutions Architect
1,6,1,4,no,yes,Machine Learning,AI,very good,good,cloud computing,Machine Learning,Product based,yes,Science,Technical,hard worker,no,yes,Machine Learning Engineer
10,8,3,9,yes,yes,Product Management Professional (PMP),Product Management,medium,good,cloud computing,Product Management,Product based,yes,Guide,Management,smart worker,yes,no,Product Manager
4,5,1,4,yes,no,robotics process automation (RPA),Robotic Process Automation (RPA),excellent,medium,developer,Robotics,IoT Startups,no,Health,Management,hard worker,no,no,IT Project Manager
6,6,6,4,yes,yes,devops certified engineer,DevOps,medium,excellent,security,DevOps,Testing and Maintainance Services,yes,Autobiographies,Technical,hard worker,yes,yes,DevOps Engineer
3,8,1,4,yes,yes,Data Science,Data Science,excellent,excellent,developer,Data Science,IoT Startups,yes,Dictionaries,Technical,hard worker,no,no,Big Data Engineer
6,10,9,4,no,no,blockchain developer,Blockchain Technologies,good,good,security,Blockchain Development,Blockchain Technology Firms,yes,Series,Technical,smart worker,yes,yes,Blockchain Developer
2,0,7,9,no,yes,Quantum Computing Certification,Cloud Computing,very good,good,security,Cloud Computing,developer,yes,Childrens,Technical,smart worker,yes,no,Cloud Solutions Architect
9,3,5,5,no,yes,Certified AI Engineer,Cloud Computing,good,medium,developer,Cloud Computing,developer,no,Action and Adventure,Technical,smart worker,no,yes,Cloud Solutions Architect
8,2,6,3,no,no,devops certified engineer,DevOps,good,excellent,security,DevOps,Data Science Firms,no,Mystery,Technical,smart worker,yes,no,DevOps Engineer
10,10,9,5,no,yes,Data Science,Machine Learning,excellent,medium,security,Machine Learning,IoT Startups,no,Art,Technical,smart worker,yes,yes,Data Scientist
10,8,5,6,yes,yes,Cybersecurity,Cybersecurity,good,very good,developer,Cybersecurity,developer,no,Mystery,Technical,smart worker,no,yes,Cybersecurity Analyst
10,7,7,4,yes,no,Machine Learning,AI,good,good,security,AI,AI Research Labs,no,Horror,Technical,smart worker,yes,yes,Machine Learning Engineer
5,10,2,4,yes,no,robotics process automation (RPA),Robotic Process Automation (RPA),excellent,very good,security,Robotics,Product based,no,Travel,Management,hard worker,no,yes,IT Project Manager
10,5,6,3,no,no,blockchain developer,Blockchain Technologies,good,medium,cloud computing,Blockchain Development,Product based,yes,Science,Technical,hard worker,yes,yes,Blockchain Developer
2,6,5,4,yes,yes,Certified AI Engineer,Cloud Computing,medium,good,developer,Cloud Computing,developer,yes,Autobiographies,Technical,hard worker,no,yes,Cloud Solutions Architect
8,5,4,4,yes,yes,ar/vr development,AR/VR Development,very good,excellent,security,Web Development,Product based,no,Mystery,Technical,smart worker,no,no,Systems Analyst
4,3,1,7,no,no,blockchain developer,Blockchain Technologies,good,excellent,developer,Blockchain Development,Data Science Firms,yes,History,Technical,smart worker,yes,yes,Blockchain Developer
6,3,7,10,yes,yes,devops certified engineer,DevOps,medium,very good,developer,DevOps,IoT Startups,yes,Health,Technical,smart worker,no,no,DevOps Engineer
8,9,10,5,no,no,robotics process automation (RPA),Robotic Process Automation (RPA),medium,excellent,cloud computing,Robotics,Product based,no,Science fiction,Management,smart worker,no,yes,IT Project Manager
6,2,5,5,yes,no,Data Science,AI,very good,excellent,developer,Machine Learning,IoT Startups,yes,Art,Technical,hard worker,yes,yes,Data Scientist
2,0,1,6,no,no,Certified ERP Consultant,ERP Systems,medium,very good,developer,ERP,Sales and Marketing,yes,Biographies,Management,hard worker,yes,yes,ERP Consultant
10,9,6,6,no,yes,Robotics Engineering Certification,Cloud Computing,very good,medium,cloud computing,Cloud Computing,developer,yes,Self help,Technical,hard worker,no,yes,Cloud Solutions Architect
10,6,7,8,yes,no,Certified ERP Consultant,ERP Systems,excellent,excellent,cloud computing,ERP,Sales and Marketing,yes,Self help,Management,smart worker,yes,no,ERP Consultant
2,0,6,4,no,no,ai for healthcare,AI for Healthcare,medium,good,developer,AI Research,security,yes,Science,Technical,hard worker,yes,yes,AI Specialist
7,6,1,7,no,yes,Certified AI Engineer,Cloud Computing,medium,very good,security,Cloud Computing,developer,yes,Biographies,Technical,hard worker,yes,yes,Cloud Solutions Architect
4,8,1,2,no,no,Quantum Computing Certification,Cloud Computing,very good,excellent,security,Cloud Computing,developer,no,Mystery,Technical,hard worker,no,yes,Cloud Solutions Architect
3,9,7,2,yes,no,Data Science,Machine Learning,good,medium,cloud computing,Machine Learning,developer,yes,Health,Technical,hard worker,yes,yes,Big Data Engineer
8,8,7,1,yes,yes,Data Science,Machine Learning,medium,good,security,AI,developer,no,Guide,Technical,smart worker,yes,yes,Big Data Engineer
7,6,1,10,no,no,robotics process automation (RPA),Robotic Process Automation (RPA),medium,very good,developer,Robotics,Web Services,yes,Series,Management,hard worker,yes,no,IT Project Manager
